time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
2400.0,01,on_mission,130.0,420.0,0.5635919285289055,01_route,6,cell_010_002,2,75.0
2400.0,02,on_mission,418.18376618407353,192.71363671148492,0.5401632053801736,02_route,1,cell_004_010,4,20.0
2400.0,03,on_mission,250.40000000000026,102.80000000000004,0.5319351502665147,03_route,0,cell_006_011,4,0.0
2400.0,04,on_mission,46.02062456509631,160.5580130769293,0.5474919400609524,04_route,2,cell_004_000,1,66.66666666666666
2400.0,05,on_mission,110.14973998953604,362.53743499738414,0.6074971852813508,05_route,6,cell_008_000,1,85.71428571428571
2400.0,06,on_mission,373.3309524416881,346.6690475583119,0.6345459713133257,06_route,2,cell_009_008,4,33.33333333333333
2400.0,07,on_mission,140.04641463872542,309.87691142497124,0.6119151574358633,07_route,1,cell_008_003,6,14.285714285714285
2400.0,08,on_mission,252.09372712298548,306.3250183016121,0.6128554058895832,08_route,1,cell_003_011,2,33.33333333333333
2400.0,09,on_mission,136.62226260010297,285.0774718632075,0.685855098340979,09_route,0,cell_005_011,5,0.0
2400.0,10,on_mission,206.37322827814842,152.306298973519,0.6909051473287636,10_route,0,cell_008_006,5,0.0
2400.0,11,on_mission,134.28582079619994,367.61902986730007,0.7295431085187578,11_route,5,cell_009_001,4,55.55555555555556
2400.0,12,on_mission,37.460178896114165,80.72309176064432,0.7387907052688195,12_route,0,cell_000_000,9,0.0
2400.0,13,on_mission,362.1191352638026,236.84727669924368,0.917989417989424,13_route,1,cell_007_007,3,25.0
2400.0,14,on_mission,248.03381228594282,221.00998999357415,0.9312169312169363,14_route,0,cell_006_009,4,0.0
2400.0,15,on_mission,6.7704191519760535,218.83268099744424,0.9513227513227549,15_route,0,cell_009_009,3,0.0
2400.0,16,spare,-500.0,0.0,1.0,rr_15,0,cell_000_000,9,0.0
2400.0,17,on_mission,295.1614716074871,184.83852839251327,0.328964737555159,17_route,0,cell_000_011,5,0.0
2400.0,18,on_mission,281.61958062143503,90.18397018682293,0.33529956966394064,18_route,0,cell_004_008,5,0.0
2400.0,19,on_mission,124.39875775199398,307.80062112400293,0.3693231104207365,19_route,1,cell_007_003,7,12.5
2400.0,20,on_mission,322.0,20.0,0.37528410163751413,20_route,1,cell_000_010,7,12.5
2400.0,21,spare,-500.0,0.0,1.0,None,0,None,0,0
