time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
2400.0,01,on_mission,20.0,264.0,0.5528062374848037,rr_00,0,cell_005_000,18,0.0
2400.0,02,on_mission,256.8880599379728,56.95309148173773,0.5800322659975069,02_route,16,cell_000_007,1,94.11764705882352
2400.0,03,on_mission,228.0922263708842,171.2830037337955,0.5321997204896468,rr_02,0,cell_000_001,18,0.0
2400.0,04,on_mission,351.9450169696977,86.56193708513833,0.5837217296835224,04_route,6,cell_003_009,12,33.33333333333333
2400.0,05,on_mission,307.1063302741121,349.4212660548225,0.9217552727539083,05_route,1,cell_009_011,2,33.33333333333333
2400.0,06,on_mission,118.85973793220626,361.59642675583547,0.6118631032968441,rr_05,14,cell_010_001,4,77.77777777777779
2400.0,07,on_mission,314.1098932281373,55.50749272010023,0.9280423280423333,07_route,0,cell_001_009,3,0.0
2400.0,08,on_mission,47.37899885577652,75.3890477687642,0.6147823090925297,rr_07,1,cell_002_001,17,5.555555555555555
2400.0,09,on_mission,405.6714644609765,316.7146446097622,0.332869194337116,09_route,1,cell_001_009,2,33.33333333333333
2400.0,10,on_mission,265.9219418950934,341.18438837901886,0.33797645226449036,10_route,6,cell_009_011,1,85.71428571428571
2400.0,11,spare,-500.0,0.0,1.0,None,0,None,0,0
