time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
1800.0,01,on_mission,202.0,420.0,0.8775546003409599,01_route,6,cell_010_002,2,75.0
1800.0,02,on_mission,229.1831192342082,154.9298165972524,0.855330254741668,02_route,0,cell_011_009,5,0.0
1800.0,03,failed,140.0,20.0,0.8467016883118358,03_route,4,None,0,100.0
1800.0,04,on_mission,293.22078983854817,88.92640338715066,0.8615948483503313,04_route,0,cell_001_009,3,0.0
1800.0,05,on_mission,317.21685248657144,215.29622089367106,0.9216931216931274,05_route,2,cell_004_011,5,28.57142857142857
1800.0,06,on_mission,74.63973053189893,150.50056540230005,0.9476190476190515,06_route,0,cell_005_008,6,0.0
1800.0,07,on_mission,153.28156617270716,379.8446985181217,0.9260355403326734,07_route,2,cell_011_004,5,28.57142857142857
1800.0,08,on_mission,139.6486185631891,396.2811051494491,0.9270981624973829,08_route,1,cell_003_011,2,33.33333333333333
1800.0,09,spare,-500.0,-1.1102230246251565e-16,1.0,rr_08,0,cell_005_000,9,0.0
1800.0,10,spare,-499.41313704847744,0.1375330900416214,1.0,rr_09,0,cell_001_001,9,0.0
1800.0,11,on_mission,-489.8385053093716,3.3432917625513143,0.21802452644079726,rr_10,5,cell_009_007,4,55.55555555555556
1800.0,12,on_mission,-457.32781139020335,16.134347153730346,0.22532239842286714,rr_11,5,cell_007_009,4,55.55555555555556
1800.0,13,on_mission,111.91040839329341,341.9499341021342,0.29287470464650633,rr_12,8,cell_008_000,1,88.88888888888889
1800.0,14,on_mission,135.98728874842138,118.61939808091252,0.2958375680140764,rr_13,0,cell_002_000,9,0.0
1800.0,15,on_mission,1.3348051508997019,71.86245346551328,0.2965708625845908,rr_14,1,cell_003_002,8,11.11111111111111
1800.0,16,on_mission,57.35672380648918,149.91938863142656,0.3033564185599375,rr_15,0,cell_000_000,9,0.0
1800.0,17,on_mission,303.63246763185305,296.36753236814695,0.6440542013160782,17_route,2,cell_007_007,3,40.0
1800.0,18,on_mission,430.98234988699545,361.9646997739909,0.6498707236328467,18_route,2,cell_010_011,3,40.0
1800.0,19,on_mission,226.6690475583122,293.33095244168794,0.6807507820848318,19_route,3,cell_006_006,5,37.5
1800.0,20,on_mission,68.29906831399545,323.4018633720086,0.6902278233696505,20_route,0,cell_000_005,8,0.0
1800.0,21,on_mission,-500.0,0.0,1.0,03_route,4,None,0,100.0
