time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
4200.0,01,on_mission,163.117543056979,345.42495215891176,0.44711199512484645,01_route,0,cell_011_001,3,0.0
4200.0,02,on_mission,287.8067132041029,459.94149225105303,0.4283984773415976,02_route,3,cell_011_007,4,42.857142857142854
4200.0,03,failed,140.0,20.0,0.8467016883118358,03_route,4,None,0,100.0
4200.0,04,on_mission,174.8440168768133,146.95793028976993,0.39149794958123196,04_route,1,cell_000_003,2,33.33333333333333
4200.0,05,on_mission,327.20000000000044,160.40000000000003,0.5234695418009069,05_route,0,cell_006_011,4,0.0
4200.0,06,on_mission,88.6305163770987,309.90847489393025,0.527354089096576,06_route,0,cell_009_007,4,0.0
4200.0,07,on_mission,221.81623381592644,261.81623381592647,0.4791054094571183,07_route,4,cell_006_005,2,66.66666666666666
4200.0,08,on_mission,405.5750216637947,239.02515164656097,0.5295895420825298,08_route,1,cell_001_009,2,33.33333333333333
4200.0,09,on_mission,256.0,380.0,0.7578597994971551,09_route,2,cell_009_002,1,66.66666666666666
4200.0,10,on_mission,298.0,60.0,0.7761276374450907,10_route,2,cell_001_006,1,66.66666666666666
4200.0,11,on_mission,313.0000301318325,413.92403537628724,0.799200493869334,11_route,0,cell_009_009,3,0.0
4200.0,12,on_mission,113.33809511662422,326.6619048833762,0.8261347330807175,12_route,0,cell_000_010,7,0.0
4200.0,13,on_mission,-297.6460078802551,132.4687825423918,0.9788359788359804,13_route,0,cell_010_003,3,0.0
4200.0,14,spare,-500.0,0.0,1.0,14_route,0,cell_006_009,4,0.0
4200.0,15,spare,-498.3960196861837,0.707874307226231,1.0,15_route,0,cell_009_009,3,0.0
4200.0,16,spare,-500.0,2.220446049250313e-16,1.0,16_route,0,cell_000_010,7,0.0
4200.0,17,swapping,-500.0,0.0,0.21999162385231708,17_route,0,cell_010_003,3,0.0
4200.0,18,on_mission,-136.4835089590803,96.51453523452257,0.2590194965259603,18_route,2,cell_003_006,1,66.66666666666666
4200.0,19,on_mission,-169.46783456885237,54.848151865737535,0.2563763122030725,19_route,2,cell_009_004,2,50.0
4200.0,20,on_mission,182.99323221494924,69.85231007753262,0.2812501705629751,20_route,2,cell_011_001,1,66.66666666666666
4200.0,21,on_mission,171.83269789778916,135.5115403779786,0.5547284119293062,03_route,3,cell_000_003,1,75.0
