cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_002_010,420.0,100.0,7796.0,4.0,False,2,10
cell_002_011,460.0,100.0,7793.0,7.0,False,2,11
cell_003_000,20.0,140.0,7735.0,65.0,False,3,0
cell_003_001,60.0,140.0,7743.0,57.0,False,3,1
cell_003_002,100.0,140.0,7750.0,50.0,False,3,2
cell_003_003,140.0,140.0,7756.0,44.0,False,3,3
cell_003_004,180.0,140.0,7785.0,15.0,False,3,4
cell_003_005,220.0,140.0,7785.0,15.0,False,3,5
cell_003_006,260.0,140.0,7787.0,13.0,False,3,6
cell_003_007,300.0,140.0,7791.0,9.0,False,3,7
cell_003_008,340.0,140.0,7720.0,80.0,False,3,8
cell_003_009,380.0,140.0,7678.0,122.0,False,3,9
cell_003_010,420.0,140.0,7795.0,5.0,False,3,10
cell_003_011,460.0,140.0,7800.0,0.0,False,3,11
cell_004_000,20.0,180.0,7648.0,152.0,False,4,0
cell_004_001,60.0,180.0,7615.0,185.0,True,4,1
cell_004_002,100.0,180.0,7566.0,234.0,True,4,2
cell_004_003,140.0,180.0,7486.0,314.0,True,4,3
cell_004_004,180.0,180.0,7800.0,0.0,False,4,4
cell_004_005,220.0,180.0,7800.0,0.0,False,4,5
cell_004_006,260.0,180.0,7786.0,14.0,False,4,6
cell_004_007,300.0,180.0,7797.0,3.0,False,4,7
cell_004_008,340.0,180.0,7800.0,0.0,False,4,8
cell_004_009,380.0,180.0,7787.0,13.0,False,4,9
cell_004_010,420.0,180.0,7793.0,7.0,False,4,10
cell_004_011,460.0,180.0,7702.0,98.0,False,4,11
cell_005_000,20.0,220.0,7648.0,152.0,False,5,0
cell_005_001,60.0,220.0,7642.0,158.0,False,5,1
cell_005_002,100.0,220.0,7635.0,165.0,False,5,2
cell_005_003,140.0,220.0,7791.0,9.0,False,5,3
cell_005_004,180.0,220.0,7796.0,4.0,False,5,4
cell_005_005,220.0,220.0,7696.0,104.0,False,5,5
cell_005_006,260.0,220.0,7731.0,69.0,False,5,6
cell_005_007,300.0,220.0,7795.0,5.0,False,5,7
cell_005_008,340.0,220.0,7800.0,0.0,False,5,8
cell_005_009,380.0,220.0,7784.0,16.0,False,5,9
cell_005_010,420.0,220.0,7800.0,0.0,False,5,10
cell_005_011,460.0,220.0,7800.0,0.0,False,5,11
cell_006_000,20.0,260.0,7404.0,396.0,True,6,0
cell_006_001,60.0,260.0,7527.0,273.0,True,6,1
cell_006_002,100.0,260.0,7782.0,18.0,False,6,2
cell_006_003,140.0,260.0,7786.0,14.0,False,6,3
cell_006_004,180.0,260.0,7766.0,34.0,False,6,4
cell_006_005,220.0,260.0,7739.0,61.0,False,6,5
cell_006_006,260.0,260.0,7737.0,63.0,False,6,6
cell_006_007,300.0,260.0,7800.0,0.0,False,6,7
cell_006_008,340.0,260.0,7800.0,0.0,False,6,8
cell_006_009,380.0,260.0,7799.0,1.0,False,6,9
cell_006_010,420.0,260.0,7800.0,0.0,False,6,10
cell_006_011,460.0,260.0,7800.0,0.0,False,6,11
cell_007_000,20.0,300.0,2888.0,4912.0,True,7,0
cell_007_001,60.0,300.0,7797.0,3.0,False,7,1
cell_007_002,100.0,300.0,7800.0,0.0,False,7,2
cell_007_003,140.0,300.0,7756.0,44.0,False,7,3
cell_007_004,180.0,300.0,7759.0,41.0,False,7,4
cell_007_005,220.0,300.0,7753.0,47.0,False,7,5
cell_007_006,260.0,300.0,7760.0,40.0,False,7,6
cell_007_007,300.0,300.0,7800.0,0.0,False,7,7
cell_007_008,340.0,300.0,7757.0,43.0,False,7,8
cell_007_009,380.0,300.0,7779.0,21.0,False,7,9
cell_007_010,420.0,300.0,7795.0,5.0,False,7,10
cell_007_011,460.0,300.0,7796.0,4.0,False,7,11
cell_008_000,20.0,340.0,7791.0,9.0,False,8,0
cell_008_001,60.0,340.0,7796.0,4.0,False,8,1
cell_008_002,100.0,340.0,7800.0,0.0,False,8,2
cell_008_003,140.0,340.0,7766.0,34.0,False,8,3
cell_008_004,180.0,340.0,7754.0,46.0,False,8,4
cell_008_005,220.0,340.0,7751.0,49.0,False,8,5
cell_008_006,260.0,340.0,7741.0,59.0,False,8,6
cell_008_007,300.0,340.0,7597.0,203.0,True,8,7
cell_008_008,340.0,340.0,7760.0,40.0,False,8,8
cell_008_009,380.0,340.0,7767.0,33.0,False,8,9
cell_008_010,420.0,340.0,7789.0,11.0,False,8,10
cell_008_011,460.0,340.0,7789.0,11.0,False,8,11
cell_009_000,20.0,380.0,7581.0,219.0,True,9,0
cell_009_001,60.0,380.0,7777.0,23.0,False,9,1
cell_009_002,100.0,380.0,7773.0,27.0,False,9,2
cell_009_003,140.0,380.0,7768.0,32.0,False,9,3
cell_009_004,180.0,380.0,7797.0,3.0,False,9,4
cell_009_005,220.0,380.0,7792.0,8.0,False,9,5
cell_009_006,260.0,380.0,7784.0,16.0,False,9,6
cell_009_007,300.0,380.0,7800.0,0.0,False,9,7
cell_009_008,340.0,380.0,7800.0,0.0,False,9,8
cell_009_009,380.0,380.0,7796.0,4.0,False,9,9
cell_009_010,420.0,380.0,7789.0,11.0,False,9,10
cell_009_011,460.0,380.0,7783.0,17.0,False,9,11
cell_010_000,20.0,420.0,7708.0,92.0,False,10,0
cell_010_001,60.0,420.0,7693.0,107.0,False,10,1
cell_010_002,100.0,420.0,7727.0,73.0,False,10,2
cell_010_003,140.0,420.0,7800.0,0.0,False,10,3
cell_010_004,180.0,420.0,7800.0,0.0,False,10,4
cell_010_005,220.0,420.0,7784.0,16.0,False,10,5
cell_010_006,260.0,420.0,7783.0,17.0,False,10,6
cell_010_007,300.0,420.0,7776.0,24.0,False,10,7
cell_010_008,340.0,420.0,7798.0,2.0,False,10,8
cell_010_009,380.0,420.0,7800.0,0.0,False,10,9
cell_010_010,420.0,420.0,7794.0,6.0,False,10,10
cell_010_011,460.0,420.0,7776.0,24.0,False,10,11
cell_011_000,20.0,460.0,7710.0,90.0,False,11,0
cell_011_001,60.0,460.0,7718.0,82.0,False,11,1
cell_011_002,100.0,460.0,7720.0,80.0,False,11,2
cell_011_003,140.0,460.0,1452.0,6348.0,True,11,3
cell_011_004,180.0,460.0,7771.0,29.0,False,11,4
cell_011_005,220.0,460.0,7777.0,23.0,False,11,5
cell_011_006,260.0,460.0,7784.0,16.0,False,11,6
cell_011_007,300.0,460.0,7791.0,9.0,False,11,7
cell_011_008,340.0,460.0,7796.0,4.0,False,11,8
cell_011_009,380.0,460.0,7800.0,0.0,False,11,9
cell_011_010,420.0,460.0,7800.0,0.0,False,11,10
cell_011_011,460.0,460.0,7748.0,52.0,False,11,11
