cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_004_009,380.0,180.0,4724.0,79.0,False,4,9
cell_004_010,420.0,180.0,4721.0,82.0,False,4,10
cell_004_011,460.0,180.0,4749.0,54.0,False,4,11
cell_005_000,20.0,220.0,4797.0,6.0,False,5,0
cell_005_001,60.0,220.0,4803.0,0.0,False,5,1
cell_005_002,100.0,220.0,4728.0,75.0,False,5,2
cell_005_003,140.0,220.0,4728.0,75.0,False,5,3
cell_005_004,180.0,220.0,4379.0,424.0,True,5,4
cell_005_005,220.0,220.0,4386.0,417.0,True,5,5
cell_005_006,260.0,220.0,4803.0,0.0,False,5,6
cell_005_007,300.0,220.0,4613.0,190.0,True,5,7
cell_005_008,340.0,220.0,4248.0,555.0,True,5,8
cell_005_009,380.0,220.0,4717.0,86.0,False,5,9
cell_005_010,420.0,220.0,4715.0,88.0,False,5,10
cell_005_011,460.0,220.0,4742.0,61.0,False,5,11
cell_006_000,20.0,260.0,4797.0,6.0,False,6,0
cell_006_001,60.0,260.0,4803.0,0.0,False,6,1
cell_006_002,100.0,260.0,4752.0,51.0,False,6,2
cell_006_003,140.0,260.0,4745.0,58.0,False,6,3
cell_006_004,180.0,260.0,4700.0,103.0,False,6,4
cell_006_005,220.0,260.0,4706.0,97.0,False,6,5
cell_006_006,260.0,260.0,4710.0,93.0,False,6,6
cell_006_007,300.0,260.0,4620.0,183.0,True,6,7
cell_006_008,340.0,260.0,4450.0,353.0,True,6,8
cell_006_009,380.0,260.0,4710.0,93.0,False,6,9
cell_006_010,420.0,260.0,4709.0,94.0,False,6,10
cell_006_011,460.0,260.0,4736.0,67.0,False,6,11
cell_007_000,20.0,300.0,4802.0,1.0,False,7,0
cell_007_001,60.0,300.0,4803.0,0.0,False,7,1
cell_007_002,100.0,300.0,4767.0,36.0,False,7,2
cell_007_003,140.0,300.0,4773.0,30.0,False,7,3
cell_007_004,180.0,300.0,4778.0,25.0,False,7,4
cell_007_005,220.0,300.0,4734.0,69.0,False,7,5
cell_007_006,260.0,300.0,4727.0,76.0,False,7,6
cell_007_007,300.0,300.0,4720.0,83.0,False,7,7
cell_007_008,340.0,300.0,4710.0,93.0,False,7,8
cell_007_009,380.0,300.0,4703.0,100.0,False,7,9
cell_007_010,420.0,300.0,4703.0,100.0,False,7,10
cell_007_011,460.0,300.0,4729.0,74.0,False,7,11
cell_008_000,20.0,340.0,4797.0,6.0,False,8,0
cell_008_001,60.0,340.0,4797.0,6.0,False,8,1
cell_008_002,100.0,340.0,4629.0,174.0,False,8,2
cell_008_003,140.0,340.0,4773.0,30.0,False,8,3
cell_008_004,180.0,340.0,4781.0,22.0,False,8,4
cell_008_005,220.0,340.0,4788.0,15.0,False,8,5
cell_008_006,260.0,340.0,4794.0,9.0,False,8,6
cell_008_007,300.0,340.0,4801.0,2.0,False,8,7
cell_008_008,340.0,340.0,4803.0,0.0,False,8,8
cell_008_009,380.0,340.0,4702.0,101.0,False,8,9
cell_008_010,420.0,340.0,4697.0,106.0,False,8,10
cell_008_011,460.0,340.0,4722.0,81.0,False,8,11
cell_009_000,20.0,380.0,4791.0,12.0,False,9,0
cell_009_001,60.0,380.0,4384.0,419.0,True,9,1
cell_009_002,100.0,380.0,4393.0,410.0,True,9,2
cell_009_003,140.0,380.0,4756.0,47.0,False,9,3
cell_009_004,180.0,380.0,4644.0,159.0,False,9,4
cell_009_005,220.0,380.0,4761.0,42.0,False,9,5
cell_009_006,260.0,380.0,4768.0,35.0,False,9,6
cell_009_007,300.0,380.0,4652.0,151.0,False,9,7
cell_009_008,340.0,380.0,4803.0,0.0,False,9,8
cell_009_009,380.0,380.0,4674.0,129.0,False,9,9
cell_009_010,420.0,380.0,4692.0,111.0,False,9,10
cell_009_011,460.0,380.0,4716.0,87.0,False,9,11
cell_010_000,20.0,420.0,4784.0,19.0,False,10,0
cell_010_001,60.0,420.0,4777.0,26.0,False,10,1
cell_010_002,100.0,420.0,4770.0,33.0,False,10,2
cell_010_003,140.0,420.0,4764.0,39.0,False,10,3
cell_010_004,180.0,420.0,4380.0,423.0,True,10,4
cell_010_005,220.0,420.0,4652.0,151.0,False,10,5
cell_010_006,260.0,420.0,4773.0,30.0,False,10,6
cell_010_007,300.0,420.0,4776.0,27.0,False,10,7
cell_010_008,340.0,420.0,4791.0,12.0,False,10,8
cell_010_009,380.0,420.0,4803.0,0.0,False,10,9
cell_010_010,420.0,420.0,4803.0,0.0,False,10,10
cell_010_011,460.0,420.0,4709.0,94.0,False,10,11
cell_011_000,20.0,460.0,4401.0,402.0,True,11,0
cell_011_001,60.0,460.0,1484.0,3319.0,True,11,1
cell_011_002,100.0,460.0,1277.0,3526.0,True,11,2
cell_011_003,140.0,460.0,1279.0,3524.0,True,11,3
cell_011_004,180.0,460.0,4185.0,618.0,True,11,4
cell_011_005,220.0,460.0,4178.0,625.0,True,11,5
cell_011_006,260.0,460.0,4666.0,137.0,False,11,6
cell_011_007,300.0,460.0,4783.0,20.0,False,11,7
cell_011_008,340.0,460.0,4788.0,15.0,False,11,8
cell_011_009,380.0,460.0,4688.0,115.0,False,11,9
cell_011_010,420.0,460.0,4696.0,107.0,False,11,10
cell_011_011,460.0,460.0,4702.0,101.0,False,11,11
