cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_005_000,20.0,220.0,3600.0,0.0,False,5,0
cell_005_001,60.0,220.0,3600.0,0.0,False,5,1
cell_005_002,100.0,220.0,3583.0,17.0,False,5,2
cell_005_003,140.0,220.0,3595.0,5.0,False,5,3
cell_005_004,180.0,220.0,3600.0,0.0,False,5,4
cell_005_005,220.0,220.0,3288.0,312.0,True,5,5
cell_005_006,260.0,220.0,3551.0,49.0,False,5,6
cell_005_007,300.0,220.0,3554.0,46.0,False,5,7
cell_005_008,340.0,220.0,3600.0,0.0,False,5,8
cell_005_009,380.0,220.0,3462.0,138.0,False,5,9
cell_005_010,420.0,220.0,3460.0,140.0,False,5,10
cell_005_011,460.0,220.0,3558.0,42.0,False,5,11
cell_006_000,20.0,260.0,3566.0,34.0,False,6,0
cell_006_001,60.0,260.0,3579.0,21.0,False,6,1
cell_006_002,100.0,260.0,3600.0,0.0,False,6,2
cell_006_003,140.0,260.0,3600.0,0.0,False,6,3
cell_006_004,180.0,260.0,3595.0,5.0,False,6,4
cell_006_005,220.0,260.0,3529.0,71.0,False,6,5
cell_006_006,260.0,260.0,3240.0,360.0,True,6,6
cell_006_007,300.0,260.0,3561.0,39.0,False,6,7
cell_006_008,340.0,260.0,3352.0,248.0,True,6,8
cell_006_009,380.0,260.0,3455.0,145.0,False,6,9
cell_006_010,420.0,260.0,3454.0,146.0,False,6,10
cell_006_011,460.0,260.0,3552.0,48.0,False,6,11
cell_007_000,20.0,300.0,3560.0,40.0,False,7,0
cell_007_001,60.0,300.0,3514.0,86.0,False,7,1
cell_007_002,100.0,300.0,3577.0,23.0,False,7,2
cell_007_003,140.0,300.0,3598.0,2.0,False,7,3
cell_007_004,180.0,300.0,3593.0,7.0,False,7,4
cell_007_005,220.0,300.0,3587.0,13.0,False,7,5
cell_007_006,260.0,300.0,3580.0,20.0,False,7,6
cell_007_007,300.0,300.0,3600.0,0.0,False,7,7
cell_007_008,340.0,300.0,3598.0,2.0,False,7,8
cell_007_009,380.0,300.0,3448.0,152.0,False,7,9
cell_007_010,420.0,300.0,3448.0,152.0,False,7,10
cell_007_011,460.0,300.0,3545.0,55.0,False,7,11
cell_008_000,20.0,340.0,3553.0,47.0,False,8,0
cell_008_001,60.0,340.0,3507.0,93.0,False,8,1
cell_008_002,100.0,340.0,3476.0,124.0,False,8,2
cell_008_003,140.0,340.0,3586.0,14.0,False,8,3
cell_008_004,180.0,340.0,3495.0,105.0,False,8,4
cell_008_005,220.0,340.0,3502.0,98.0,False,8,5
cell_008_006,260.0,340.0,3508.0,92.0,False,8,6
cell_008_007,300.0,340.0,3547.0,53.0,False,8,7
cell_008_008,340.0,340.0,3595.0,5.0,False,8,8
cell_008_009,380.0,340.0,3600.0,0.0,False,8,9
cell_008_010,420.0,340.0,3600.0,0.0,False,8,10
cell_008_011,460.0,340.0,3538.0,62.0,False,8,11
cell_009_000,20.0,380.0,3546.0,54.0,False,9,0
cell_009_001,60.0,380.0,3500.0,100.0,False,9,1
cell_009_002,100.0,380.0,3484.0,116.0,False,9,2
cell_009_003,140.0,380.0,3593.0,7.0,False,9,3
cell_009_004,180.0,380.0,3464.0,136.0,False,9,4
cell_009_005,220.0,380.0,3273.0,327.0,True,9,5
cell_009_006,260.0,380.0,3376.0,224.0,True,9,6
cell_009_007,300.0,380.0,3338.0,262.0,True,9,7
cell_009_008,340.0,380.0,3579.0,21.0,False,9,8
cell_009_009,380.0,380.0,3585.0,15.0,False,9,9
cell_009_010,420.0,380.0,3599.0,1.0,False,9,10
cell_009_011,460.0,380.0,3575.0,25.0,False,9,11
cell_010_000,20.0,420.0,3540.0,60.0,False,10,0
cell_010_001,60.0,420.0,3532.0,68.0,False,10,1
cell_010_002,100.0,420.0,3600.0,0.0,False,10,2
cell_010_003,140.0,420.0,3600.0,0.0,False,10,3
cell_010_004,180.0,420.0,3462.0,138.0,False,10,4
cell_010_005,220.0,420.0,3469.0,131.0,False,10,5
cell_010_006,260.0,420.0,3476.0,124.0,False,10,6
cell_010_007,300.0,420.0,3490.0,110.0,False,10,7
cell_010_008,340.0,420.0,3497.0,103.0,False,10,8
cell_010_009,380.0,420.0,3590.0,10.0,False,10,9
cell_010_010,420.0,420.0,3593.0,7.0,False,10,10
cell_010_011,460.0,420.0,3525.0,75.0,False,10,11
cell_011_000,20.0,460.0,3438.0,162.0,False,11,0
cell_011_001,60.0,460.0,1484.0,2116.0,True,11,1
cell_011_002,100.0,460.0,1277.0,2323.0,True,11,2
cell_011_003,140.0,460.0,1279.0,2321.0,True,11,3
cell_011_004,180.0,460.0,3453.0,147.0,False,11,4
cell_011_005,220.0,460.0,3446.0,154.0,False,11,5
cell_011_006,260.0,460.0,3482.0,118.0,False,11,6
cell_011_007,300.0,460.0,3487.0,113.0,False,11,7
cell_011_008,340.0,460.0,3424.0,176.0,False,11,8
cell_011_009,380.0,460.0,3600.0,0.0,False,11,9
cell_011_010,420.0,460.0,3600.0,0.0,False,11,10
cell_011_011,460.0,460.0,3518.0,82.0,False,11,11
