time,active_uavs,spare_uavs,swapping_uavs,coverage_%,rolling_avg_%,cells_overdue,c2_violations,c3_alarms,c3_missed,avg_soc,min_soc
1.0,1,9,0,0.0,0.0,144,0,0,0,100.0,99.9
2.0,1,9,0,0.0,0.0,144,0,0,0,100.0,99.9
3.0,1,9,0,0.0,0.0,144,0,0,0,100.0,99.8
4.0,1,9,0,0.0,0.0,144,0,0,0,100.0,99.8
5.0,2,8,0,0.0,0.0,144,0,0,0,100.0,99.7
6.0,2,8,0,0.0,0.0,144,0,0,0,100.0,99.7
7.0,2,8,0,0.0,0.0,144,0,0,0,100.0,99.6
8.0,2,8,0,0.0,0.0,144,0,0,0,99.9,99.6
9.0,2,8,0,0.0,0.0,144,0,0,0,99.9,99.5
10.0,3,7,0,0.0,0.0,144,0,0,0,99.9,99.5
11.0,3,7,0,0.0,0.0,144,0,0,0,99.9,99.4
12.0,3,7,0,0.0,0.0,144,0,0,0,99.9,99.4
13.0,3,7,0,0.0,0.0,144,0,0,0,99.9,99.3
14.0,3,7,0,0.0,0.0,144,0,0,0,99.9,99.3
15.0,4,6,0,0.0,0.0,144,0,0,0,99.8,99.2
16.0,4,6,0,0.0,0.0,144,0,0,0,99.8,99.2
17.0,4,6,0,0.0,0.0,144,0,0,0,99.8,99.1
18.0,4,6,0,0.0,0.0,144,0,0,0,99.8,99.0
19.0,4,6,0,0.0,0.0,144,0,0,0,99.8,99.0
20.0,4,6,0,0.0,0.0,144,0,0,0,99.7,98.9
21.0,4,6,0,0.0,0.0,144,0,0,0,99.7,98.9
22.0,4,6,0,0.0,0.0,144,0,0,0,99.7,98.8
23.0,4,6,0,0.0,0.0,144,0,0,0,99.7,98.8
24.0,4,6,0,0.0,0.0,144,0,0,0,99.7,98.7
25.0,4,6,0,0.0,0.0,144,0,0,0,99.6,98.7
26.0,4,6,0,0.0,0.0,144,0,0,0,99.6,98.6
27.0,4,6,0,0.0,0.0,144,0,0,0,99.6,98.6
28.0,4,6,0,0.0,0.0,144,0,0,0,99.6,98.5
29.0,4,6,0,0.0,0.0,144,0,0,0,99.6,98.5
30.0,4,6,0,0.0,0.0,144,0,0,0,99.6,98.4
31.0,4,6,0,0.0,0.0,144,0,0,0,99.5,98.4
32.0,4,6,0,0.0,0.0,144,0,0,0,99.5,98.3
33.0,4,6,0,0.0,0.0,144,0,0,0,99.5,98.3
34.0,4,6,0,0.0,0.0,144,0,0,0,99.5,98.2
35.0,4,6,0,0.0,0.0,144,0,0,0,99.5,98.1
36.0,4,6,0,0.0,0.0,144,0,0,0,99.4,98.1
37.0,4,6,0,0.0,0.0,144,0,0,0,99.4,98.0
38.0,4,6,0,0.0,0.0,144,0,0,0,99.4,98.0
39.0,4,6,0,0.0,0.0,144,0,0,0,99.4,97.9
40.0,4,6,0,0.0,0.0,144,0,0,0,99.4,97.9
41.0,4,6,0,0.0,0.0,144,0,0,0,99.3,97.8
42.0,4,6,0,0.0,0.0,144,0,0,0,99.3,97.8
43.0,4,6,0,0.0,0.0,144,0,0,0,99.3,97.7
44.0,4,6,0,0.0,0.0,144,0,0,0,99.3,97.7
45.0,4,6,0,0.0,0.0,144,0,0,0,99.3,97.6
46.0,4,6,0,0.0,0.0,144,0,0,0,99.2,97.6
47.0,4,6,0,0.0,0.0,144,0,0,0,99.2,97.5
48.0,4,6,0,0.0,0.0,144,0,0,0,99.2,97.5
49.0,4,6,0,0.0,0.0,144,0,0,0,99.2,97.4
50.0,4,6,0,0.0,0.0,144,0,0,0,99.2,97.4
51.0,4,6,0,0.0,0.0,144,0,0,0,99.1,97.3
52.0,4,6,0,0.0,0.0,144,0,0,0,99.1,97.2
53.0,4,6,0,0.0,0.0,144,0,0,0,99.1,97.2
54.0,4,6,0,0.0,0.0,144,0,0,0,99.1,97.1
55.0,4,6,0,0.0,0.0,144,0,0,0,99.1,97.1
56.0,4,6,0,0.0,0.0,144,0,0,0,99.1,97.0
57.0,4,6,0,0.0,0.0,144,0,0,0,99.0,97.0
58.0,4,6,0,0.0,0.0,144,0,0,0,99.0,96.9
59.0,4,6,0,0.0,0.0,144,0,0,0,99.0,96.9
60.0,4,6,0,0.0,0.0,144,0,0,0,99.0,96.8
61.0,4,6,0,0.0,0.0,144,0,0,0,99.0,96.8
62.0,4,6,0,0.0,0.0,144,0,0,0,98.9,96.7
63.0,4,6,0,0.0,0.0,144,0,0,0,98.9,96.7
64.0,4,6,0,0.0,0.0,144,0,0,0,98.9,96.6
65.0,4,6,0,0.0,0.0,144,0,0,0,98.9,96.6
66.0,4,6,0,0.0,0.0,144,0,0,0,98.9,96.5
67.0,4,6,0,0.0,0.0,144,0,0,0,98.8,96.5
68.0,4,6,0,0.0,0.0,144,0,0,0,98.8,96.4
69.0,4,6,0,0.0,0.0,144,0,0,0,98.8,96.3
70.0,4,6,0,0.0,0.0,144,0,0,0,98.8,96.3
71.0,4,6,0,0.0,0.0,144,0,0,0,98.8,96.2
72.0,4,6,0,0.0,0.0,144,0,0,0,98.7,96.2
73.0,4,6,0,0.0,0.0,144,0,0,0,98.7,96.1
74.0,4,6,0,0.0,0.0,144,0,0,0,98.7,96.1
75.0,4,6,0,0.0,0.0,144,0,0,0,98.7,96.0
76.0,4,6,0,0.0,0.0,144,0,0,0,98.7,96.0
77.0,4,6,0,0.0,0.0,144,0,0,0,98.6,95.9
78.0,4,6,0,0.0,0.0,144,0,0,0,98.6,95.9
79.0,4,6,0,0.0,0.0,144,0,0,0,98.6,95.8
80.0,4,6,0,0.0,0.0,144,0,0,0,98.6,95.8
81.0,4,6,0,0.0,0.0,144,0,0,0,98.6,95.7
82.0,4,6,0,0.0,0.0,144,0,0,0,98.6,95.7
83.0,4,6,0,0.0,0.0,144,0,0,0,98.5,95.6
84.0,4,6,0,0.0,0.0,144,0,0,0,98.5,95.6
85.0,4,6,0,0.0,0.0,144,0,0,0,98.5,95.5
86.0,4,6,0,0.0,0.0,144,0,0,0,98.5,95.4
87.0,4,6,0,0.7,0.0,143,0,0,0,98.5,95.4
88.0,4,6,0,0.7,0.0,143,0,0,0,98.4,95.3
89.0,4,6,0,0.7,0.0,143,0,0,0,98.4,95.3
90.0,4,6,0,1.4,0.0,142,0,0,0,98.4,95.2
91.0,4,6,0,2.1,0.1,141,0,0,0,98.4,95.2
92.0,4,6,0,2.1,0.1,141,0,0,0,98.4,95.1
93.0,4,6,0,2.8,0.1,140,0,0,0,98.3,95.1
94.0,4,6,0,2.8,0.1,140,0,0,0,98.3,95.0
95.0,4,6,0,2.8,0.2,140,0,0,0,98.3,95.0
96.0,4,6,0,3.5,0.2,139,0,0,0,98.3,94.9
97.0,4,6,0,3.5,0.2,139,0,0,0,98.3,94.9
98.0,4,6,0,4.2,0.3,138,0,0,0,98.2,94.8
99.0,4,6,0,4.2,0.3,138,0,0,0,98.2,94.8
100.0,4,6,0,4.9,0.4,137,0,0,0,98.2,94.7
101.0,4,6,0,6.2,0.4,135,0,0,0,98.2,94.7
102.0,4,6,0,6.2,0.5,135,0,0,0,98.2,94.6
103.0,4,6,0,6.9,0.5,134,0,0,0,98.2,94.6
104.0,4,6,0,6.9,0.6,134,0,0,0,98.1,94.5
105.0,4,6,0,9.0,0.7,131,0,0,0,98.1,94.4
106.0,4,6,0,9.0,0.8,131,0,0,0,98.1,94.4
107.0,4,6,0,9.0,0.8,131,0,0,0,98.1,94.3
108.0,4,6,0,9.7,0.9,130,0,0,0,98.1,94.3
109.0,4,6,0,10.4,1.0,129,0,0,0,98.0,94.2
110.0,4,6,0,10.4,1.1,129,0,0,0,98.0,94.2
111.0,4,6,0,11.1,1.2,128,0,0,0,98.0,94.1
112.0,4,6,0,11.1,1.3,128,0,0,0,98.0,94.1
113.0,4,6,0,11.1,1.4,128,0,0,0,98.0,94.0
114.0,4,6,0,13.2,1.5,125,0,0,0,97.9,94.0
115.0,4,6,0,14.6,1.6,123,0,0,0,97.9,93.9
116.0,4,6,0,14.6,1.7,123,0,0,0,97.9,93.9
117.0,4,6,0,14.6,1.8,123,0,0,0,97.9,93.8
118.0,4,6,0,16.0,1.9,121,0,0,0,97.9,93.8
119.0,4,6,0,16.7,2.0,120,0,0,0,97.8,93.7
120.0,4,6,0,17.4,2.2,119,0,0,0,97.8,93.7
121.0,4,6,0,17.4,2.3,119,0,0,0,97.8,93.6
122.0,4,6,0,17.4,2.4,119,0,0,0,97.8,93.5
123.0,4,6,0,18.8,2.6,117,0,0,0,97.8,93.5
124.0,4,6,0,19.4,2.7,116,0,0,0,97.8,93.4
125.0,4,6,0,19.4,2.8,116,0,0,0,97.7,93.4
126.0,4,6,0,20.1,3.0,115,0,0,0,97.7,93.3
127.0,4,6,0,20.1,3.1,115,0,0,0,97.7,93.3
128.0,4,6,0,20.8,3.2,114,0,0,0,97.7,93.2
129.0,4,6,0,21.5,3.4,113,0,0,0,97.7,93.2
130.0,4,6,0,21.5,3.5,113,0,0,0,97.6,93.1
131.0,4,6,0,21.5,3.7,113,0,0,0,97.6,93.1
132.0,4,6,0,21.5,3.8,113,0,0,0,97.6,93.0
133.0,4,6,0,22.2,3.9,112,0,0,0,97.6,93.0
134.0,4,6,0,22.2,4.1,112,0,0,0,97.6,92.9
135.0,4,6,0,22.2,4.2,112,0,0,0,97.5,92.9
136.0,4,6,0,22.2,4.3,112,0,0,0,97.5,92.8
137.0,4,6,0,22.2,4.5,112,0,0,0,97.5,92.8
138.0,4,6,0,22.9,4.6,111,0,0,0,97.5,92.7
139.0,4,6,0,23.6,4.7,110,0,0,0,97.5,92.6
140.0,4,6,0,23.6,4.9,110,0,0,0,97.4,92.6
141.0,4,6,0,23.6,5.0,110,0,0,0,97.4,92.5
142.0,4,6,0,25.0,5.1,108,0,0,0,97.4,92.5
143.0,4,6,0,25.7,5.3,107,0,0,0,97.4,92.4
144.0,4,6,0,25.7,5.4,107,0,0,0,97.4,92.4
145.0,4,6,0,25.7,5.6,107,0,0,0,97.4,92.4
146.0,4,6,0,25.7,5.7,107,0,0,0,97.3,92.3
147.0,4,6,0,25.7,5.8,107,0,0,0,97.3,92.3
148.0,4,6,0,27.1,6.0,105,0,0,0,97.3,92.2
149.0,4,6,0,28.5,6.1,103,0,0,0,97.3,92.1
150.0,5,5,0,28.5,6.3,103,0,0,0,97.3,92.1
151.0,5,5,0,28.5,6.4,103,0,0,0,97.2,92.0
152.0,5,5,0,29.9,6.6,101,0,0,0,97.2,92.0
153.0,5,5,0,30.6,6.7,100,0,0,0,97.2,91.9
154.0,5,5,0,30.6,6.9,100,0,0,0,97.2,91.9
155.0,6,4,0,30.6,7.0,100,0,0,0,97.1,91.9
156.0,6,4,0,30.6,7.2,100,0,0,0,97.1,91.8
157.0,6,4,0,31.2,7.4,99,0,0,0,97.1,91.8
158.0,6,4,0,31.2,7.5,99,0,0,0,97.1,91.7
159.0,6,4,0,31.2,7.7,99,0,0,0,97.0,91.7
160.0,7,3,0,31.9,7.8,98,0,0,0,97.0,91.6
161.0,7,3,0,31.9,8.0,98,0,0,0,97.0,91.5
162.0,7,3,0,33.3,8.1,96,0,0,0,96.9,91.5
163.0,7,3,0,34.0,8.3,95,0,0,0,96.9,91.4
164.0,7,3,0,34.0,8.4,95,0,0,0,96.9,91.4
165.0,8,2,0,34.7,8.6,94,0,0,0,96.8,91.3
166.0,8,2,0,34.7,8.7,94,0,0,0,96.8,91.3
167.0,8,2,0,35.4,8.9,93,0,0,0,96.7,91.2
168.0,8,2,0,35.4,9.1,93,0,0,0,96.7,91.2
169.0,8,2,0,36.1,9.2,92,0,0,0,96.7,91.1
170.0,8,2,0,36.8,9.4,91,0,0,0,96.6,91.1
171.0,8,2,0,36.8,9.5,91,0,0,0,96.6,91.0
172.0,8,2,0,36.8,9.7,91,0,0,0,96.5,91.0
173.0,8,2,0,36.8,9.9,91,0,0,0,96.5,90.9
174.0,8,2,0,38.2,10.0,89,0,0,0,96.5,90.9
175.0,8,2,0,39.6,10.2,87,0,0,0,96.4,90.8
176.0,8,2,0,40.3,10.4,86,0,0,0,96.4,90.8
177.0,8,2,0,41.0,10.5,85,0,0,0,96.4,90.7
178.0,8,2,0,41.0,10.7,85,0,0,0,96.3,90.6
179.0,8,2,0,41.7,10.9,84,0,0,0,96.3,90.6
180.0,8,2,0,42.4,11.1,83,0,0,0,96.2,90.5
181.0,8,2,0,43.1,11.2,82,0,0,0,96.2,90.5
182.0,8,2,0,43.8,11.4,81,0,0,0,96.2,90.4
183.0,8,2,0,44.4,11.6,80,0,0,0,96.1,90.4
184.0,8,2,0,45.8,11.8,78,0,0,0,96.1,90.3
185.0,8,2,0,47.2,12.0,76,0,0,0,96.0,90.3
186.0,8,2,0,47.9,12.2,75,0,0,0,96.0,90.2
187.0,8,2,0,47.9,12.4,75,0,0,0,96.0,90.2
188.0,8,2,0,47.9,12.5,75,0,0,0,95.9,90.1
189.0,8,2,0,47.9,12.7,75,0,0,0,95.9,90.1
190.0,8,2,0,49.3,12.9,73,0,0,0,95.9,90.0
191.0,8,2,0,49.3,13.1,73,0,0,0,95.8,90.0
192.0,8,2,0,50.0,13.3,72,0,0,0,95.8,89.9
193.0,8,2,0,50.0,13.5,72,0,0,0,95.7,89.9
194.0,8,2,0,50.0,13.7,72,0,0,0,95.7,89.8
195.0,8,2,0,50.7,13.9,71,0,0,0,95.7,89.8
196.0,8,2,0,52.1,14.1,69,0,0,0,95.6,89.7
197.0,8,2,0,52.8,14.3,68,0,0,0,95.6,89.7
198.0,8,2,0,52.8,14.5,68,0,0,0,95.6,89.6
199.0,8,2,0,53.5,14.7,67,0,0,0,95.5,89.6
200.0,8,2,0,54.2,14.9,66,0,0,0,95.5,89.5
201.0,8,2,0,54.2,15.0,66,0,0,0,95.4,89.5
202.0,8,2,0,54.2,15.2,66,0,0,0,95.4,89.4
203.0,8,2,0,55.6,15.4,64,0,0,0,95.4,89.4
204.0,8,2,0,55.6,15.6,64,0,0,0,95.3,89.3
205.0,8,2,0,56.9,15.8,62,0,0,0,95.3,89.3
206.0,8,2,0,56.9,16.0,62,0,0,0,95.2,89.2
207.0,8,2,0,57.6,16.2,61,0,0,0,95.2,89.2
208.0,8,2,0,57.6,16.4,61,0,0,0,95.2,89.1
209.0,8,2,0,57.6,16.6,61,0,0,0,95.1,89.1
210.0,8,2,0,57.6,16.8,61,0,0,0,95.1,89.0
211.0,8,2,0,57.6,17.0,61,0,0,0,95.1,89.0
212.0,8,2,0,59.0,17.2,59,0,0,0,95.0,88.9
213.0,8,2,0,59.0,17.4,59,0,0,0,95.0,88.8
214.0,8,2,0,59.0,17.6,59,0,0,0,94.9,88.8
215.0,8,2,0,59.0,17.8,59,0,0,0,94.9,88.7
216.0,8,2,0,59.7,18.0,58,0,0,0,94.9,88.7
217.0,8,2,0,59.0,18.2,59,0,0,0,94.8,88.6
218.0,8,2,0,59.0,18.4,59,0,0,0,94.8,88.6
219.0,8,2,0,59.7,18.6,58,0,0,0,94.7,88.5
220.0,8,2,0,59.7,18.8,58,0,0,0,94.7,88.5
221.0,8,2,0,59.7,18.9,58,0,0,0,94.7,88.4
222.0,8,2,0,59.7,19.1,58,0,0,0,94.6,88.4
223.0,8,2,0,59.7,19.3,58,0,0,0,94.6,88.3
224.0,8,2,0,59.7,19.5,58,0,0,0,94.6,88.3
225.0,8,2,0,60.4,19.7,57,0,0,0,94.5,88.2
226.0,8,2,0,60.4,19.8,57,0,0,0,94.5,88.2
227.0,8,2,0,60.4,20.0,57,0,0,0,94.4,88.1
228.0,8,2,0,60.4,20.2,57,0,0,0,94.4,88.1
229.0,8,2,0,60.4,20.4,57,0,0,0,94.4,88.0
230.0,8,2,0,60.4,20.5,57,0,0,0,94.3,87.9
231.0,8,2,0,60.4,20.7,57,0,0,0,94.3,87.9
232.0,8,2,0,59.0,20.9,59,0,0,0,94.2,87.8
233.0,8,2,0,59.7,21.1,58,0,0,0,94.2,87.8
234.0,8,2,0,61.8,21.2,55,0,0,0,94.2,87.7
235.0,8,2,0,61.1,21.4,56,0,0,0,94.1,87.7
236.0,8,2,0,61.8,21.6,55,0,0,0,94.1,87.6
237.0,8,2,0,60.4,21.7,57,0,0,0,94.1,87.6
238.0,8,2,0,59.7,21.9,58,0,0,0,94.0,87.5
239.0,8,2,0,60.4,22.1,57,0,0,0,94.0,87.5
240.0,8,2,0,61.1,22.2,56,0,0,0,93.9,87.4
241.0,8,2,0,61.1,22.5,56,0,0,0,93.9,87.4
242.0,8,2,0,61.8,22.7,55,0,0,0,93.9,87.3
243.0,8,2,0,63.2,23.0,53,0,0,0,93.8,87.3
244.0,8,2,0,64.6,23.3,51,0,0,0,93.8,87.2
245.0,8,2,0,63.9,23.5,52,0,0,0,93.8,87.2
246.0,8,2,0,66.0,23.8,49,0,0,0,93.7,87.1
247.0,8,2,0,66.0,24.1,49,0,0,0,93.7,87.0
248.0,8,2,0,65.3,24.3,50,0,0,0,93.6,87.0
249.0,8,2,0,66.0,24.6,49,0,0,0,93.6,86.9
