time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
4800.0,01,on_mission,47.517744821357674,143.39742044470864,0.9502645502645539,01_route,0,cell_005_008,6,0.0
4800.0,02,on_mission,303.6310685462252,265.09514516302016,0.9085796439788657,02_route,1,cell_003_011,2,33.33333333333333
4800.0,03,failed,140.0,20.0,0.8467016883118358,03_route,4,None,0,100.0
4800.0,04,on_mission,260.1231717435669,140.18475761535032,0.8729044632915375,04_route,7,None,0,100.0
4800.0,05,swapping,-499.3787423280677,0.22347791365023717,0.21450701731917327,05_route,0,cell_006_011,4,0.0
4800.0,06,swapping,-498.4792223806275,0.742815509930363,0.2224310194303655,06_route,0,cell_009_007,4,0.0
4800.0,07,on_mission,-391.6066994774849,51.48681774819452,0.9894179894179902,07_route,0,cell_009_007,4,0.0
4800.0,08,swapping,-500.0,0.0,0.21886462097836887,08_route,0,cell_008_010,3,0.0
4800.0,09,on_mission,455.6303312339861,377.81516561699306,0.44369977178757475,09_route,1,cell_009_011,2,33.33333333333333
4800.0,10,on_mission,460.0,210.0,0.4618921384756285,10_route,1,cell_001_011,2,33.33333333333333
4800.0,11,on_mission,306.0,460.0,0.4878836955920411,11_route,2,cell_011_005,1,66.66666666666666
4800.0,12,on_mission,460.0,190.0,0.5107276399630329,12_route,2,cell_011_011,5,28.57142857142857
4800.0,13,on_mission,263.9100434657011,241.71216767524953,0.6632187251395184,13_route,0,cell_010_003,3,0.0
4800.0,14,on_mission,259.57683180365143,236.30808302258302,0.7144482974072385,14_route,1,cell_009_004,2,33.33333333333333
4800.0,15,on_mission,375.63435874934606,402.5374349973841,0.7194317494288252,15_route,0,cell_006_008,3,0.0
4800.0,16,on_mission,289.57542997625075,276.3396560189998,0.744802731253122,16_route,2,cell_003_011,1,66.66666666666666
4800.0,17,on_mission,151.45100894162923,368.738108155663,0.8166668960517753,17_route,0,cell_010_005,3,0.0
4800.0,18,on_mission,417.5735931288074,302.4264068711926,0.84093451220085,18_route,0,cell_011_006,3,0.0
4800.0,19,on_mission,-418.92098475872467,21.95889996117871,0.9925925925925931,19_route,0,cell_006_011,4,0.0
4800.0,20,on_mission,-460.60423104917726,14.559305916608412,0.9962962962962966,20_route,0,cell_008_010,3,0.0
4800.0,21,on_mission,-234.0246995366443,95.67625144196381,0.23943277335485813,03_route,1,cell_010_008,3,25.0
