time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
8400.0,01,on_mission,137.64550509192398,278.9699084777165,0.9386243386243431,01_route,0,cell_010_011,3,0.0
8400.0,02,on_mission,340.0,344.0,0.6430204756995976,02_route,1,cell_005_008,2,33.33333333333333
8400.0,03,on_mission,322.0,380.0,0.89686021993774,03_route,1,cell_009_002,2,33.33333333333333
8400.0,04,on_mission,-169.22766335141807,142.83854255457942,0.9682539682539706,04_route,0,cell_009_009,3,0.0
8400.0,05,spare,-500.0,0.0,1.0,05_route,0,cell_010_011,3,0.0
8400.0,06,on_mission,-17.04798647544097,74.38227400098448,0.28003345592070844,06_route,1,cell_000_005,2,33.33333333333333
8400.0,07,spare,-498.3960196861837,0.707874307226231,1.0,07_route,0,cell_009_009,3,0.0
8400.0,08,on_mission,300.2723190305555,162.82422547982142,0.3498011069578748,08_route,1,cell_009_004,2,33.33333333333333
8400.0,09,on_mission,260.1231717435669,140.18475761535032,0.3999960067858865,09_route,0,cell_010_009,3,0.0
8400.0,10,on_mission,319.65529025663216,171.4941219370749,0.4028974827498451,10_route,1,cell_011_001,2,33.33333333333333
8400.0,11,on_mission,310.5449261064038,454.64297098019654,0.5064002036321215,11_route,4,cell_010_009,3,57.14285714285714
8400.0,12,on_mission,386.0588745030458,102.41212152131993,0.5172311529804846,12_route,1,cell_001_009,2,33.33333333333333
8400.0,13,on_mission,383.8759044923876,100.13788389734697,0.576868164635613,13_route,0,cell_011_001,3,0.0
8400.0,14,on_mission,191.07359661284943,69.64213446238352,0.6043306731306026,14_route,2,cell_001_005,7,22.22222222222222
8400.0,15,on_mission,163.87763851116426,362.68706024813935,0.6029741087934237,15_route,2,cell_009_001,3,40.0
8400.0,16,on_mission,417.5735931288074,262.42640687119285,0.6515312468783924,16_route,1,cell_009_007,4,20.0
8400.0,17,on_mission,460.0,172.0,0.9046155128107495,17_route,2,cell_011_011,5,28.57142857142857
8400.0,18,spare,-500.0,0.0,1.0,18_route,0,cell_009_008,3,0.0
8400.0,19,on_mission,34.478624978200216,343.6196562445501,0.5249343434509469,19_route,4,cell_008_000,1,80.0
8400.0,20,spare,-500.0,0.0,1.0,20_route,0,cell_000_000,9,0.0
8400.0,21,spare,-500.0,0.0,1.0,None,0,None,0,0
