time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
3600.0,01,on_mission,186.6690475583122,213.3309524416878,0.73273580554997,rr_00,2,cell_004_005,16,11.11111111111111
3600.0,02,on_mission,224.86811595600687,57.56594202199651,0.7595555239801687,02_route,0,cell_002_003,17,0.0
3600.0,03,on_mission,354.0,20.0,0.6999491153825327,03_route,7,cell_000_005,5,58.333333333333336
3600.0,04,on_mission,342.5106995098617,214.93800585880663,0.7379633456686953,04_route,7,cell_005_008,11,38.88888888888889
3600.0,05,on_mission,120.8261720258246,266.8307329623889,0.2925433685575795,05_route,0,cell_007_001,3,0.0
3600.0,06,on_mission,408.6565760316064,346.56576031606176,0.8886139260826655,06_route,2,cell_001_009,1,66.66666666666666
3600.0,07,on_mission,398.5337474160019,449.26687370800096,0.2978708650001765,07_route,3,None,0,100.0
3600.0,08,on_mission,303.9479600150007,301.9751129545698,0.8936507936508015,08_route,1,cell_007_007,2,33.33333333333333
3600.0,09,on_mission,116.0,420.0,0.5375811993503816,09_route,2,cell_010_000,1,66.66666666666666
3600.0,10,on_mission,42.79999999999995,229.60000000000014,0.5589552899623494,10_route,0,cell_006_000,3,0.0
3600.0,11,spare,-500.0,0.0,1.0,None,0,None,0,0
