cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_003_009,380.0,140.0,4176.0,24.0,False,3,9
cell_003_010,420.0,140.0,2583.0,1617.0,True,3,10
cell_003_011,460.0,140.0,4166.0,34.0,False,3,11
cell_004_000,20.0,180.0,4126.0,74.0,False,4,0
cell_004_001,60.0,180.0,4099.0,101.0,False,4,1
cell_004_002,100.0,180.0,4091.0,109.0,False,4,2
cell_004_003,140.0,180.0,4008.0,192.0,True,4,3
cell_004_004,180.0,180.0,3988.0,212.0,True,4,4
cell_004_005,220.0,180.0,4061.0,139.0,False,4,5
cell_004_006,260.0,180.0,4068.0,132.0,False,4,6
cell_004_007,300.0,180.0,4041.0,159.0,False,4,7
cell_004_008,340.0,180.0,4049.0,151.0,False,4,8
cell_004_009,380.0,180.0,4169.0,31.0,False,4,9
cell_004_010,420.0,180.0,4166.0,34.0,False,4,10
cell_004_011,460.0,180.0,4159.0,41.0,False,4,11
cell_005_000,20.0,220.0,4120.0,80.0,False,5,0
cell_005_001,60.0,220.0,4098.0,102.0,False,5,1
cell_005_002,100.0,220.0,3998.0,202.0,True,5,2
cell_005_003,140.0,220.0,4007.0,193.0,True,5,3
cell_005_004,180.0,220.0,4013.0,187.0,True,5,4
cell_005_005,220.0,220.0,4020.0,180.0,False,5,5
cell_005_006,260.0,220.0,4073.0,127.0,False,5,6
cell_005_007,300.0,220.0,4076.0,124.0,False,5,7
cell_005_008,340.0,220.0,3927.0,273.0,True,5,8
cell_005_009,380.0,220.0,4162.0,38.0,False,5,9
cell_005_010,420.0,220.0,4160.0,40.0,False,5,10
cell_005_011,460.0,220.0,4152.0,48.0,False,5,11
cell_006_000,20.0,260.0,4113.0,87.0,False,6,0
cell_006_001,60.0,260.0,3988.0,212.0,True,6,1
cell_006_002,100.0,260.0,4003.0,197.0,True,6,2
cell_006_003,140.0,260.0,4038.0,162.0,False,6,3
cell_006_004,180.0,260.0,4033.0,167.0,False,6,4
cell_006_005,220.0,260.0,4027.0,173.0,False,6,5
cell_006_006,260.0,260.0,4008.0,192.0,True,6,6
cell_006_007,300.0,260.0,4083.0,117.0,False,6,7
cell_006_008,340.0,260.0,4084.0,116.0,False,6,8
cell_006_009,380.0,260.0,4155.0,45.0,False,6,9
cell_006_010,420.0,260.0,4154.0,46.0,False,6,10
cell_006_011,460.0,260.0,4146.0,54.0,False,6,11
cell_007_000,20.0,300.0,4106.0,94.0,False,7,0
cell_007_001,60.0,300.0,4200.0,0.0,False,7,1
cell_007_002,100.0,300.0,4200.0,0.0,False,7,2
cell_007_003,140.0,300.0,4188.0,12.0,False,7,3
cell_007_004,180.0,300.0,4182.0,18.0,False,7,4
cell_007_005,220.0,300.0,4175.0,25.0,False,7,5
cell_007_006,260.0,300.0,4168.0,32.0,False,7,6
cell_007_007,300.0,300.0,4162.0,38.0,False,7,7
cell_007_008,340.0,300.0,4154.0,46.0,False,7,8
cell_007_009,380.0,300.0,4148.0,52.0,False,7,9
cell_007_010,420.0,300.0,4148.0,52.0,False,7,10
cell_007_011,460.0,300.0,4139.0,61.0,False,7,11
cell_008_000,20.0,340.0,4100.0,100.0,False,8,0
cell_008_001,60.0,340.0,4056.0,144.0,False,8,1
cell_008_002,100.0,340.0,4054.0,146.0,False,8,2
cell_008_003,140.0,340.0,4200.0,0.0,False,8,3
cell_008_004,180.0,340.0,4084.0,116.0,False,8,4
cell_008_005,220.0,340.0,4091.0,109.0,False,8,5
cell_008_006,260.0,340.0,4101.0,99.0,False,8,6
cell_008_007,300.0,340.0,4104.0,96.0,False,8,7
cell_008_008,340.0,340.0,4151.0,49.0,False,8,8
cell_008_009,380.0,340.0,4146.0,54.0,False,8,9
cell_008_010,420.0,340.0,4142.0,58.0,False,8,10
cell_008_011,460.0,340.0,4132.0,68.0,False,8,11
cell_009_000,20.0,380.0,4093.0,107.0,False,9,0
cell_009_001,60.0,380.0,4063.0,137.0,False,9,1
cell_009_002,100.0,380.0,3850.0,350.0,True,9,2
cell_009_003,140.0,380.0,4200.0,0.0,False,9,3
cell_009_004,180.0,380.0,4196.0,4.0,False,9,4
cell_009_005,220.0,380.0,4041.0,159.0,False,9,5
cell_009_006,260.0,380.0,4108.0,92.0,False,9,6
cell_009_007,300.0,380.0,3980.0,220.0,True,9,7
cell_009_008,340.0,380.0,4110.0,90.0,False,9,8
cell_009_009,380.0,380.0,4118.0,82.0,False,9,9
cell_009_010,420.0,380.0,4136.0,64.0,False,9,10
cell_009_011,460.0,380.0,4131.0,69.0,False,9,11
cell_010_000,20.0,420.0,4086.0,114.0,False,10,0
cell_010_001,60.0,420.0,4068.0,132.0,False,10,1
cell_010_002,100.0,420.0,4043.0,157.0,False,10,2
cell_010_003,140.0,420.0,4192.0,8.0,False,10,3
cell_010_004,180.0,420.0,4191.0,9.0,False,10,4
cell_010_005,220.0,420.0,4063.0,137.0,False,10,5
cell_010_006,260.0,420.0,4168.0,32.0,False,10,6
cell_010_007,300.0,420.0,4163.0,37.0,False,10,7
cell_010_008,340.0,420.0,4157.0,43.0,False,10,8
cell_010_009,380.0,420.0,4151.0,49.0,False,10,9
cell_010_010,420.0,420.0,4145.0,55.0,False,10,10
cell_010_011,460.0,420.0,4119.0,81.0,False,10,11
cell_011_000,20.0,460.0,4080.0,120.0,False,11,0
cell_011_001,60.0,460.0,1484.0,2716.0,True,11,1
cell_011_002,100.0,460.0,1277.0,2923.0,True,11,2
cell_011_003,140.0,460.0,1279.0,2921.0,True,11,3
cell_011_004,180.0,460.0,4185.0,15.0,False,11,4
cell_011_005,220.0,460.0,4178.0,22.0,False,11,5
cell_011_006,260.0,460.0,4171.0,29.0,False,11,6
cell_011_007,300.0,460.0,4164.0,36.0,False,11,7
cell_011_008,340.0,460.0,4156.0,44.0,False,11,8
cell_011_009,380.0,460.0,4098.0,102.0,False,11,9
cell_011_010,420.0,460.0,4123.0,77.0,False,11,10
cell_011_011,460.0,460.0,4112.0,88.0,False,11,11
