cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_005_010,420.0,220.0,5373.0,27.0,False,5,10
cell_005_011,460.0,220.0,5265.0,135.0,False,5,11
cell_006_000,20.0,260.0,5375.0,25.0,False,6,0
cell_006_001,60.0,260.0,5385.0,15.0,False,6,1
cell_006_002,100.0,260.0,5391.0,9.0,False,6,2
cell_006_003,140.0,260.0,5396.0,4.0,False,6,3
cell_006_004,180.0,260.0,5380.0,20.0,False,6,4
cell_006_005,220.0,260.0,5387.0,13.0,False,6,5
cell_006_006,260.0,260.0,5393.0,7.0,False,6,6
cell_006_007,300.0,260.0,5400.0,0.0,False,6,7
cell_006_008,340.0,260.0,5400.0,0.0,False,6,8
cell_006_009,380.0,260.0,5390.0,10.0,False,6,9
cell_006_010,420.0,260.0,5391.0,9.0,False,6,10
cell_006_011,460.0,260.0,5266.0,134.0,False,6,11
cell_007_000,20.0,300.0,2888.0,2512.0,True,7,0
cell_007_001,60.0,300.0,5400.0,0.0,False,7,1
cell_007_002,100.0,300.0,5366.0,34.0,False,7,2
cell_007_003,140.0,300.0,5399.0,1.0,False,7,3
cell_007_004,180.0,300.0,5400.0,0.0,False,7,4
cell_007_005,220.0,300.0,5381.0,19.0,False,7,5
cell_007_006,260.0,300.0,5374.0,26.0,False,7,6
cell_007_007,300.0,300.0,5398.0,2.0,False,7,7
cell_007_008,340.0,300.0,5400.0,0.0,False,7,8
cell_007_009,380.0,300.0,5400.0,0.0,False,7,9
cell_007_010,420.0,300.0,5400.0,0.0,False,7,10
cell_007_011,460.0,300.0,5115.0,285.0,True,7,11
cell_008_000,20.0,340.0,5396.0,4.0,False,8,0
cell_008_001,60.0,340.0,5398.0,2.0,False,8,1
cell_008_002,100.0,340.0,5380.0,20.0,False,8,2
cell_008_003,140.0,340.0,5371.0,29.0,False,8,3
cell_008_004,180.0,340.0,5359.0,41.0,False,8,4
cell_008_005,220.0,340.0,5388.0,12.0,False,8,5
cell_008_006,260.0,340.0,5298.0,102.0,False,8,6
cell_008_007,300.0,340.0,5400.0,0.0,False,8,7
cell_008_008,340.0,340.0,5400.0,0.0,False,8,8
cell_008_009,380.0,340.0,5400.0,0.0,False,8,9
cell_008_010,420.0,340.0,5400.0,0.0,False,8,10
cell_008_011,460.0,340.0,5109.0,291.0,True,8,11
cell_009_000,20.0,380.0,5178.0,222.0,True,9,0
cell_009_001,60.0,380.0,5382.0,18.0,False,9,1
cell_009_002,100.0,380.0,5378.0,22.0,False,9,2
cell_009_003,140.0,380.0,5373.0,27.0,False,9,3
cell_009_004,180.0,380.0,5400.0,0.0,False,9,4
cell_009_005,220.0,380.0,5395.0,5.0,False,9,5
cell_009_006,260.0,380.0,5307.0,93.0,False,9,6
cell_009_007,300.0,380.0,5400.0,0.0,False,9,7
cell_009_008,340.0,380.0,5399.0,1.0,False,9,8
cell_009_009,380.0,380.0,5390.0,10.0,False,9,9
cell_009_010,420.0,380.0,5398.0,2.0,False,9,10
cell_009_011,460.0,380.0,5400.0,0.0,False,9,11
cell_010_000,20.0,420.0,5177.0,223.0,True,10,0
cell_010_001,60.0,420.0,5323.0,77.0,False,10,1
cell_010_002,100.0,420.0,5341.0,59.0,False,10,2
cell_010_003,140.0,420.0,5345.0,55.0,False,10,3
cell_010_004,180.0,420.0,5400.0,0.0,False,10,4
cell_010_005,220.0,420.0,5318.0,82.0,False,10,5
cell_010_006,260.0,420.0,5310.0,90.0,False,10,6
cell_010_007,300.0,420.0,5150.0,250.0,True,10,7
cell_010_008,340.0,420.0,5357.0,43.0,False,10,8
cell_010_009,380.0,420.0,5365.0,35.0,False,10,9
cell_010_010,420.0,420.0,5094.0,306.0,True,10,10
cell_010_011,460.0,420.0,5096.0,304.0,True,10,11
cell_011_000,20.0,460.0,4745.0,655.0,True,11,0
cell_011_001,60.0,460.0,5332.0,68.0,False,11,1
cell_011_002,100.0,460.0,5334.0,66.0,False,11,2
cell_011_003,140.0,460.0,1452.0,3948.0,True,11,3
cell_011_004,180.0,460.0,5330.0,70.0,False,11,4
cell_011_005,220.0,460.0,5336.0,64.0,False,11,5
cell_011_006,260.0,460.0,5343.0,57.0,False,11,6
cell_011_007,300.0,460.0,5350.0,50.0,False,11,7
cell_011_008,340.0,460.0,5355.0,45.0,False,11,8
cell_011_009,380.0,460.0,5109.0,291.0,True,11,9
cell_011_010,420.0,460.0,5103.0,297.0,True,11,10
cell_011_011,460.0,460.0,5096.0,304.0,True,11,11
